ITL1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
East,E07000096,Dacorum,136751,137013,137322,137843,138118,138413,138403,138633,138973,139527,140802,142205,143651,145298,146826,148057,149380,150906,152462,153282,153982,154367,154815,155211,156123
East,E07000098,Hertsmere,93223,93576,94078,94466,94295,94419,93788,94302,95225,96252,97642,98637,99402,100379,101389,102201,103541,104414,105372,105920,106458,107234,107612,108129,108106
East,E07000099,North Hertfordshire,115085,115284,115983,117051,117959,119148,120092,120757,121890,122974,124391,125269,126286,127494,128542,129460,131062,131662,133103,133629,133283,133195,133054,133583,134159
East,E07000102,Three Rivers,80758,82743,83073,82905,83448,83946,83963,84305,84466,85282,86205,87096,87573,87921,89115,89814,90723,91961,92959,93075,93209,93443,93795,93934,94123
East,E07000103,Watford,80190,79971,80239,80398,80185,80644,81097,82138,82145,82899,84776,86472,88574,90653,93066,95732,98101,99449,100458,100957,101658,102172,102322,102507,103031
East,E07000240,St Albans,127022,128129,128772,129168,130407,131180,131284,131951,133293,134338,136088,137858,139511,141248,142616,144222,145938,146894,147823,147596,147552,148058,148555,148624,148358
East,E07000241,Welwyn Hatfield,95763,96838,97253,97550,98136,99198,100470,103202,105096,106694,107442,108434,109630,110727,110684,111990,112166,113972,116637,117617,118365,119180,119806,119747,120213
East,E07000242,East Hertfordshire,126696,127164,127747,129145,130029,130264,130456,131065,132078,133421,134843,135980,136922,138155,139256,140519,141915,143293,144801,145743,146048,147335,149027,150662,151635
East,E07000243,Stevenage,77832,78523,79246,79794,80110,80308,80008,80330,80352,80734,81615,82253,83007,84247,85052,85974,86719,87482,88466,89099,89310,89541,89755,89360,89737
East,E06000055,Bedford,141556,143765,146146,148113,149589,150684,151308,151747,152346,153107,154164,154808,156535,157840,160344,163672,166856,170149,173703,175537,178288,180651,182346,185796,187466
East,E06000056,Central Bedfordshire,227371,230636,232004,234006,236297,238547,240444,242062,244351,246803,249035,250329,252460,255644,259524,263425,267066,270962,274909,277655,280414,284688,289105,295651,301501
East,E06000033,Southend-on-Sea,163820,162915,161585,160362,161159,161437,161488,162645,163776,165429,168150,170013,172122,174274,175196,176350,178610,179203,180465,181405,181877,182115,181276,180655,180915
East,E06000034,Thurrock,138698,139469,141513,143297,144728,145977,147056,148556,150206,151741,153633,155003,156585,158268,160026,161702,164451,166622,168977,170966,173113,174924,175803,175933,176877
East,E07000067,Braintree,126986,128993,131203,132482,134272,135767,137426,139160,140921,142344,143894,144589,145972,147514,148443,149285,150314,150908,151848,152422,152353,153439,154107,155693,157681
East,E07000071,Colchester,153062,154717,155080,156016,156055,157164,158652,162038,163847,165674,167927,169027,171679,173614,175840,177308,180414,183242,185361,187177,189101,190470,191979,192658,194394
East,E07000076,Tendring,135099,135669,137413,138802,139318,139909,140340,140325,140423,140523,140421,139593,139058,138062,138278,138862,140275,141531,143023,144323,145128,145696,146255,148925,151451
East,E07000072,Epping Forest,119100,120181,120540,120972,121482,121404,121495,121735,122530,122877,123365,123820,124189,124880,126599,128068,130040,130848,131587,132376,133373,134206,134569,134941,134989
East,E07000073,Harlow,76980,77555,78336,78799,78340,78128,78019,78354,78722,79165,79913,80710,81490,82177,83478,84743,86531,87797,88913,89824,90695,91952,92415,93428,94409
East,E07000077,Uttlesford,67854,68226,68631,68969,69529,70278,70865,71580,72929,74232,75505,76778,78620,80032,81148,82364,83732,84622,85565,86511,87711,89361,90482,91921,92578
East,E07000068,Brentwood,68894,68702,68612,68483,68779,69234,69895,70542,71040,71346,71941,72663,73301,73841,74255,74912,76193,76690,77163,76950,76854,77231,77339,77111,77332
East,E07000070,Chelmsford,155325,155894,156331,157269,158686,160360,162505,163570,163879,164381,165047,166208,167441,168491,169301,170481,172128,173397,175137,177102,178017,179882,180488,181827,183326
East,E07000074,Maldon,56524,57457,58686,59589,59750,59996,60303,60662,60993,61398,61660,61815,61845,61720,61942,62184,62807,62796,63319,63743,64015,64481,65090,66611,67554
East,E07000066,Basildon,162343,164185,164936,165895,166743,167089,167825,168927,169951,170908,172423,173084,173788,174971,176622,178944,181317,182734,184651,185299,186668,187714,187796,187718,188848
East,E07000069,Castle Point,85554,86069,86416,86673,86866,87237,87207,87462,87576,87776,88020,88122,88115,87964,88119,88377,88654,88854,89390,89275,89341,89619,89782,89712,89731
East,E07000075,Rochford,76477,77395,78233,78650,79325,79513,80100,80815,81490,82264,83056,83094,83415,83333,83582,83372,84111,84291,84568,84672,85129,85290,85213,86181,87216
London,E09000001,City of London,5720,6581,7014,7359,7280,7115,7118,7131,7254,7607,7429,7472,7338,7412,7514,7537,7567,7668,7737,7877,8165,8765,8331,8689,10847
London,E09000007,Camden,183911,190003,196174,202567,203972,204254,207341,211088,211032,211520,210273,212924,214725,220087,219647,221348,221095,221032,221024,218833,217915,217136,214768,210968,218049
London,E09000033,Westminster,184652,189233,196478,203329,208100,211009,214557,223132,222829,220619,218673,216980,217187,219582,219539,215907,214341,215876,213193,210459,209868,208415,205624,205759,211365
London,E09000013,Hammersmith and Fulham,155458,160634,164393,169374,171989,171510,172083,173292,174675,176472,177088,180116,180842,182445,184439,186056,186659,187246,187472,187720,189037,188562,186555,183310,185238
London,E09000020,Kensington and Chelsea,143140,147678,154661,162199,163827,165268,165752,168375,165245,162883,162579,161893,160463,158251,157240,156823,156178,156149,152708,149651,148471,146805,144874,144266,146154
London,E09000032,Wandsworth,260965,264220,267695,271742,274917,276828,278615,283229,287538,291440,294305,299347,302620,307710,312262,316810,319898,322658,326413,329493,331069,334558,333678,328429,329035
London,E09000012,Hackney,194706,199087,203381,207246,210961,212405,213581,216512,220193,224480,231041,236622,241739,247182,251193,255646,258735,261929,264892,264834,266210,265825,263782,260082,261491
London,E09000025,Newham,235001,240517,245463,249411,255282,256224,254434,253798,257994,266285,276478,286447,299171,310460,313750,316952,322984,330322,335337,338333,344570,349786,350025,351256,358645
London,E09000030,Tower Hamlets,187909,193507,197133,201090,207031,208651,211154,213382,218400,225251,231893,240495,248520,256012,261936,270294,277060,282674,289011,293526,300050,305066,306780,312715,325789
London,E09000014,Haringey,216582,218559,219845,221251,224474,225027,226472,229271,233174,236793,244459,249805,252742,255540,259312,265054,268901,272938,276262,274463,274240,273716,269534,264317,261811
London,E09000019,Islington,177949,175717,177852,179387,180118,180899,180831,183477,185283,188636,192089,196704,200129,206285,208762,212604,214986,218255,220620,221535,221453,221994,221018,217050,220373
London,E09000023,Lewisham,247223,250310,252106,254336,253662,251936,252455,254930,257976,261188,266508,270418,272525,276938,281011,286056,291086,295364,298809,300924,303127,305906,304169,300013,298653
London,E09000028,Southwark,242150,247853,252726,256712,256269,255242,257257,261811,267553,272626,276973,281120,283777,288717,293078,297868,299685,304048,306720,307640,310492,312591,312055,306762,311913
London,E09000022,Lambeth,263843,266817,270028,273372,273041,272195,274262,277620,280524,284964,289126,294050,297650,304481,310449,314375,318196,322881,326613,327227,328923,329513,325527,317691,316812
London,E09000004,Bexley,216318,217458,218717,218757,219123,220016,220917,222391,223280,224625,226652,228146,230711,232774,234435,236169,239112,241427,244006,244494,245244,246622,246924,246637,247835
London,E09000011,Greenwich,212322,212168,214438,217460,221476,224303,227190,230494,233990,236535,239748,243672,249171,255483,260360,264036,268305,274230,278768,282376,285773,288205,288384,289537,291080
London,E09000002,Barking and Dagenham,160976,162444,163893,165654,166357,166210,165610,166275,167157,169031,172452,177580,182838,187029,191453,196204,201244,206450,211047,214017,216298,218828,219227,218714,219992
London,E09000016,Havering,223641,225712,225141,224717,225054,225248,225769,226990,228198,229789,231793,234127,236234,237927,239946,242550,246771,250449,254487,257429,259229,261296,261906,262086,264703
London,E09000026,Redbridge,235997,238138,239868,241893,244273,247412,248774,251560,255590,259965,265452,270435,275088,281395,285437,289976,295837,301022,304369,305937,308841,311780,311750,310130,310911
London,E09000031,Waltham Forest,222251,221057,221296,222015,223776,224115,225002,226747,230731,235665,242098,248140,254009,259742,263575,267963,270606,274579,277081,278105,279795,281015,279527,278147,275887
London,E09000010,Enfield,268886,272731,275068,277266,280745,281835,282217,284779,287429,291534,297443,301971,307648,313935,317780,321754,326340,330868,333295,333077,334000,335151,333149,329876,327224
London,E09000006,Bromley,291697,294902,295317,296218,296668,297253,297307,299421,300963,302625,304968,306924,308560,310554,314663,318582,321800,325653,327701,329134,330367,331192,331247,329899,329578
London,E09000008,Croydon,333046,332066,334241,335112,335415,335919,337134,339052,340449,344029,349308,352763,357951,364815,369617,374270,378244,381277,384382,385567,386999,390643,392101,390691,392224
London,E09000021,Kingston upon Thames,143765,146003,147328,149045,149642,149683,151055,152489,153667,154485,156027,157307,158648,160436,162562,164418,165791,167594,168617,168781,168729,169797,169770,167992,168302
London,E09000024,Merton,182355,185062,188196,191106,190561,189298,188908,190583,192520,194260,195859,198136,199136,200543,205166,208529,211025,213791,215514,215431,216171,217219,217101,215426,214709
London,E09000029,Sutton,177868,179375,180485,181461,181265,181267,181094,182103,182882,184174,185860,188167,189321,191123,193982,196678,199144,201208,203299,204824,206286,208516,209921,209617,210053
London,E09000003,Barnet,308345,313469,315784,319481,320552,321802,323723,327541,330801,334837,339212,345829,351438,357538,363260,368611,373853,377826,382925,384117,387574,390590,391046,388955,389101
London,E09000005,Brent,259908,260317,264945,269620,269871,268323,268335,270939,276504,283273,290901,298118,304785,312245,317984,324345,329981,335605,339524,342439,345558,347424,343988,339248,341221
London,E09000009,Ealing,296274,302252,304370,307276,309242,308108,310073,312774,315329,318671,324022,329966,334073,339314,344834,350650,354660,359144,362163,362670,364208,367284,367936,366762,369937
London,E09000015,Harrow,206662,207909,209114,210044,212336,213728,216267,221109,223632,226355,229567,233495,237451,240499,243800,247018,251618,255308,257317,257881,259861,262065,262281,261159,261185
London,E09000017,Hillingdon,243587,245053,245911,245616,247063,248054,248691,251430,254387,256981,261051,265665,269465,275499,281263,285982,290225,294011,297451,299469,302263,305641,306460,305107,310681
London,E09000018,Hounslow,212445,214298,214731,215976,216888,216498,219440,223776,228126,233454,237907,243366,249236,254927,260584,265547,270773,275097,278601,281117,285430,289652,289773,288164,290488
London,E09000027,Richmond upon Thames,169945,172782,172920,174311,175441,177182,179312,181508,182520,182421,182927,184394,186304,187527,189934,192375,194492,194966,196293,196849,197119,198185,197797,195315,194894
South East,E06000036,Bracknell Forest,108951,109819,109680,109650,109490,109475,109189,109487,109896,110702,111455,111916,112893,113696,115100,116552,117979,119078,119553,120164,121046,121660,123188,125195,126881
South East,E06000037,West Berkshire,143671,144129,144201,144494,143913,144297,145147,146492,148107,150056,152024,153039,153943,154148,155172,156789,157663,158895,160551,160729,160953,160883,161026,161864,162215
South East,E06000038,Reading,144129,143512,143912,144684,143915,144070,144590,146940,148321,149678,151460,152326,154296,155339,159065,163089,166300,169220,171750,173047,174484,174288,173879,173371,174820
South East,E06000039,Slough,117980,118497,119694,120577,120927,120869,120833,122874,125200,127991,131453,134742,137800,140713,143095,144880,147313,150104,152565,154573,155915,157632,158281,158448,159182
South East,E06000040,Windsor and Maidenhead,132960,132917,133654,133541,133631,134201,135066,136446,138012,139743,141345,142424,143988,145098,146642,147525,148936,150043,152085,152648,153470,153893,153991,153922,154738
South East,E06000041,Wokingham,148091,147912,149527,150334,149445,148794,149008,149598,150548,152144,153191,154165,154650,154943,157038,158372,159576,161773,163797,165664,168734,171789,174708,178231,180967
South East,E06000042,Milton Keynes,202861,206664,209803,212707,215061,217597,219521,223462,227225,231033,235625,240178,245450,249895,254003,259672,264948,269783,274231,276588,278892,281434,283707,288312,292180
South East,E06000060,Buckinghamshire,472078,475883,477186,479131,478768,480164,482126,485526,489348,493501,496371,498813,502820,506550,512105,517918,523613,529999,535519,538762,541983,545859,549066,555161,560409
South East,E07000177,Cherwell,128411,130001,132270,131988,132586,133977,134947,135876,137159,138120,139440,140301,141337,142252,143519,145185,146636,148630,150819,152329,154367,156447,158435,161830,164155
South East,E07000178,Oxford,134563,136507,136597,135509,136625,139917,141593,145383,144513,144188,144433,145478,147907,150245,152407,154916,157582,158156,160119,160754,161342,160789,160064,160379,163257
South East,E07000179,South Oxfordshire,127141,127886,127890,128307,128754,128920,129359,130050,130676,131626,132611,133466,133915,134961,136267,137403,139186,140260,141511,142115,143019,144875,146844,150002,151820
South East,E07000180,Vale of White Horse,112329,113842,114757,115772,115565,116134,116475,117390,118209,118994,119284,120026,120823,121891,122622,123441,124581,126165,128387,130701,132875,135040,136889,139400,142116
South East,E07000181,West Oxfordshire,94547,95564,95601,95701,95961,97083,98038,98869,100316,102166,103016,103824,104706,105442,107428,108445,108636,109360,109705,110289,110656,111362,112534,115116,116928
South East,E06000043,Brighton and Hove,246816,248008,248791,249949,249743,249846,249847,252863,255564,258161,262019,265584,269495,272952,274051,275494,275999,277351,279796,279500,281250,279920,278496,276454,277965
South East,E07000061,Eastbourne,87942,88733,89427,89836,90829,92163,93772,95500,96532,97616,98361,98228,98510,99308,99990,100662,101328,101996,102610,102964,102544,102754,101984,101601,102247
South East,E07000062,Hastings,82154,84089,84693,85392,85873,86596,86854,87419,87516,88024,88722,89293,89623,90173,90493,90994,91356,91795,92347,92016,91963,91570,91130,90974,90622
South East,E07000063,Lewes,88974,90848,91603,92247,92901,93227,93794,93832,94162,94782,95455,96114,97079,97584,98532,99215,99607,99717,100062,100434,100589,100813,100443,100166,100677
South East,E07000064,Rother,86609,86299,86158,85471,86174,86718,87183,87684,88221,89262,90120,90123,90578,90729,90735,90487,91269,91751,92314,92904,92832,92581,92734,93409,94162
South East,E07000065,Wealden,139320,139412,139795,140184,141150,142444,143404,144084,145094,146207,146539,146612,147861,149415,150608,151825,154017,155361,156056,156379,156791,157543,158291,160711,163012
South East,E07000207,Elmbridge,119801,122062,122509,122709,123784,124990,125677,127286,128763,129756,129908,129991,130937,131428,132847,134588,135980,136380,136974,136936,136863,137098,138098,139453,140024
South East,E07000209,Guildford,126087,128527,128928,129774,129297,128763,128575,129043,130673,131656,132401,133584,135547,137580,137893,138627,139706,141577,142891,143294,142384,142328,142732,144013,145673
South East,E07000212,Runnymede,76539,77069,77738,78053,77649,77550,76948,77018,77169,78330,78694,79373,80283,80501,81261,82229,82874,83730,84725,84920,85538,86660,87200,87830,88524
South East,E07000213,Spelthorne,89240,90606,90511,90404,90292,90225,90127,90571,91512,92425,93182,94001,94848,95852,97163,98252,99057,99755,100461,100819,101151,102062,102304,103036,103551
South East,E07000214,Surrey Heath,79824,81356,80681,80309,80358,80938,81631,82321,83284,84214,84345,85142,85843,86378,86985,87591,88437,88945,89397,89537,89550,90544,90457,90653,91237
South East,E07000216,Waverley,114949,115491,115431,115668,115573,116024,116230,116357,117038,118098,119012,120106,120957,121754,122173,123121,123839,124436,124949,125138,125159,125691,126260,128880,130063
South East,E07000217,Woking,88329,89579,89477,89893,89289,89646,89798,91072,92838,94397,95530,96597,98201,99493,100565,101831,102588,103286,104233,104299,104510,104423,103882,103900,104179
South East,E07000208,Epsom and Ewell,66651,67278,67233,67077,67554,67738,68386,69172,70028,71337,72514,73106,74278,75191,76148,77334,78456,78890,79386,79862,80121,80685,81197,81006,81184
South East,E07000210,Mole Valley,78771,80253,79971,80283,80498,81233,81498,81808,82319,83219,84256,84732,85413,85637,86366,87233,87408,87459,87642,87296,87064,86762,86924,87599,87769
South East,E07000211,Reigate and Banstead,122641,124981,125540,126661,126272,126665,127222,127760,129190,131224,132857,134934,136741,138375,140083,141348,143529,144433,145621,146545,147887,149048,149545,151497,153629
South East,E07000215,Tandridge,77329,78530,78997,79332,78906,79002,79050,79373,80027,80983,81543,82099,82756,83178,83527,84477,85121,85527,85901,86457,86525,86923,87248,88127,88707
South East,E07000223,Adur,58401,58841,59379,59714,60050,59993,59961,59821,60337,60564,60721,61023,61216,61334,62158,62850,63525,63808,63947,64144,64230,64580,64550,64632,64688
South East,E07000224,Arun,136915,139442,140308,140998,142385,143458,145149,145985,146750,147725,148458,148891,149467,149811,152162,154034,155983,157474,159363,161338,162647,163310,163661,165219,166366
South East,E07000225,Chichester,104994,105957,106382,106494,106990,107512,108157,108773,109686,110603,111796,112474,113411,113995,115042,116120,116870,118447,119711,121442,122185,122815,123032,124517,126103
South East,E07000229,Worthing,96086,97454,97752,97661,98236,98787,99452,100064,100632,101511,102369,102809,103769,104998,105797,106349,107291,108337,109346,109989,110280,110932,111064,111654,112044
South East,E07000226,Crawley,98332,99351,99966,100440,99195,98712,98887,99703,100746,101610,102827,103843,105478,107053,108974,110190,111522,112952,114243,115083,116472,117144,117793,118607,119509
South East,E07000227,Horsham,118998,120876,121524,122272,122694,123798,124920,125949,127190,128294,129073,129790,130916,131540,132145,132807,134201,135832,138257,139862,141468,142932,144377,147500,148696
South East,E07000228,Mid Sussex,127114,127205,126947,127397,127713,128623,129461,130503,132061,133976,135734,137209,138897,140188,141243,142951,144577,145684,147001,147679,148966,150027,150877,152919,154930
South East,E06000044,Portsmouth,189119,187768,187820,188043,188476,190283,193483,196318,195964,194907,196036,198983,202700,205433,205729,205905,206200,207873,209951,210965,211215,210412,209142,207119,208420
South East,E06000045,Southampton,215530,216057,217273,219539,220459,221989,223589,226655,226698,227223,228447,230017,233085,235870,238097,239484,241230,244666,248662,250492,250803,249428,248679,247672,252689
South East,E06000046,Isle of Wight,128575,129997,131431,132925,133908,134783,135891,137179,137727,138289,138675,138361,138364,138392,138632,138146,138899,139316,139650,141277,141665,141764,140915,140885,140794
South East,E07000086,Eastleigh,111115,114469,115876,116257,116430,116696,117066,118089,119436,120596,121312,122377,124240,125852,126483,127248,128255,128283,128808,129386,130517,132175,134090,136963,138935
South East,E07000087,Fareham,105667,106165,107101,108152,108451,108545,108473,108077,108397,109399,110205,110832,111382,111931,113033,113410,114156,114480,115102,115232,115115,114879,114777,114952,114547
South East,E07000088,Gosport,76836,76356,76796,76676,76831,77585,78099,78646,79579,80627,81730,81961,82307,82669,83063,83015,83569,83834,84476,84246,83700,83022,82588,82169,82285
South East,E07000090,Havant,116998,117279,117266,116886,117173,117346,117362,117542,117824,118282,119039,119394,120105,120783,120964,121105,121514,122189,123043,123836,124100,124099,124018,124467,124854
South East,E07000085,East Hampshire,107788,108635,108759,109369,109606,109561,109960,110482,111131,112296,113172,114261,115350,116010,116541,117343,118015,118760,118817,119451,120647,122154,123725,126192,127319
South East,E07000091,New Forest,168472,169200,169254,169506,170595,171256,171769,172423,173269,174048,174548,175432,176323,176789,177030,177362,177875,177813,177855,177616,177525,177111,175937,176217,175942
South East,E07000093,Test Valley,108310,108711,109341,109965,110387,111271,112049,112811,113530,114433,115101,115251,115814,116698,117462,119068,120478,122256,124155,125250,126474,127652,128858,131158,132871
South East,E07000094,Winchester,106878,107307,107390,107264,107844,108515,109179,109947,110628,111820,113267,114505,115789,116820,117789,118736,119937,121440,122844,123771,123877,124407,125754,127921,130268
South East,E07000084,Basingstoke and Deane,149176,151213,152179,152874,153641,154833,155737,157499,158765,160183,162036,164135,166364,168550,171272,173300,175144,176838,178352,179083,179828,181396,183125,185713,187817
South East,E07000089,Hart,82621,82988,83056,83590,84238,85180,86367,87519,88874,89866,90566,90986,91276,91662,92354,93015,93941,94766,95560,96322,97022,97727,98299,100262,100910
South East,E07000092,Rushmoor,89161,90496,89390,90892,89877,89727,89358,90040,91065,91891,92589,92572,93397,94354,95581,96344,97064,97682,99385,99590,99372,99756,100140,100096,101060
South East,E06000035,Medway,245341,246383,248474,249704,250262,251159,251459,252098,253478,255824,258224,260230,262738,264885,268144,271084,273977,276037,277504,278652,278827,279852,280364,279903,282702
South East,E07000107,Dartford,84619,85045,85509,85956,86403,87011,88277,89990,91174,92242,93946,95266,96337,97604,99064,100756,102765,104379,105905,108372,110818,113928,115572,116819,118820
South East,E07000109,Gravesham,93916,94575,95160,95791,95448,95569,95907,96884,97574,98496,99394,100188,101076,101766,103004,103837,105434,106404,106823,106543,106726,107348,107146,106883,106970
South East,E07000113,Swale,118693,120079,121638,123123,124172,125348,125890,126516,127568,129721,131720,133030,134980,136324,137694,139135,140992,142723,145184,146846,148400,149753,150584,152218,154619
South East,E07000106,Canterbury,132609,133662,134905,135381,136483,138608,140578,141918,143490,145197,146073,146396,148653,150600,151710,153475,155151,156143,157280,157944,157256,157109,157187,156631,157550
South East,E07000108,Dover,103686,104006,104478,104646,104883,105784,106878,107475,107904,109041,109848,110061,111072,111718,111529,111979,112541,112464,113365,114335,115148,115902,116134,116549,117473
South East,E07000112,Folkestone and Hythe,94810,95811,96417,96345,97205,98540,99949,101509,102469,103902,104782,105716,106962,108199,108185,107899,108153,108327,109235,109095,109728,109659,109587,110040,110237
South East,E07000114,Thanet,125523,126476,126453,126750,127675,128140,128782,129301,129601,130637,131750,132337,133508,134402,135730,136916,138695,139668,140373,140680,140848,140624,139945,140658,140689
South East,E07000105,Ashford,97975,100072,101377,103024,104377,105636,107264,109409,111459,113286,114556,115694,116975,118405,120191,121850,123682,124580,126327,128049,129701,130466,131431,133221,135610
South East,E07000110,Maidstone,138077,137941,138633,139116,140338,141246,142242,143353,145307,147741,149723,151594,153739,155764,157457,159308,161567,164112,165953,168115,169974,171816,173272,176697,180428
South East,E07000111,Sevenoaks,109141,109646,109539,109242,109105,109280,110045,111266,112500,113132,113298,113754,114509,115351,116250,116696,117376,117735,118289,118489,119165,119575,120051,120823,121106
South East,E07000115,Tonbridge and Malling,105167,106376,106884,107771,108673,109494,110441,111719,113536,115469,116967,118459,120054,121087,122046,123006,124603,125712,127090,128680,130149,131502,131791,132363,133661
South East,E07000116,Tunbridge Wells,102507,103031,103686,104049,104206,104390,105131,105877,107052,108927,111251,112774,114040,115246,115402,115164,115228,114769,115198,115559,114940,115158,115271,115650,116028
South West,E06000023,"Bristol, City of",389398,390985,390446,390049,389735,391454,395743,405407,408428,411901,414822,418990,423044,428074,433264,438984,443834,451790,459588,463113,467026,469920,471851,471285,479024
South West,E06000022,Bath and North East Somerset,165962,167061,168490,169158,169819,170361,170585,171274,171204,172635,173565,173360,174267,175538,176598,178743,180065,182561,185507,186894,189489,190176,191974,192419,195618
South West,E06000024,North Somerset,185937,186745,187745,188840,189718,191323,192776,194745,197028,199498,200853,201711,202967,203091,204465,206403,208617,210553,212660,213701,214360,215540,215850,217385,219145
South West,E06000025,South Gloucestershire,238357,241635,244790,245985,247755,249176,251226,253178,255258,256640,257970,259730,261471,263417,265741,268167,269840,272189,275808,278379,281719,284563,287182,290886,294765
South West,E07000078,Cheltenham,107690,108594,109450,110024,109775,109282,109763,110948,111637,112511,112971,113967,114901,115645,116018,116164,117094,117693,118953,119303,119600,119459,118924,118838,119434
South West,E07000079,Cotswold,80064,80626,80829,80387,80475,81212,81795,82205,82597,83202,83016,82765,82614,83180,83483,83986,84656,85293,85994,87540,88814,89632,89824,91076,91311
South West,E07000080,Forest of Dean,78568,79337,79714,80057,80125,80729,81091,81482,81733,82004,82099,81994,81896,82200,82437,82672,83377,84335,85135,85557,86133,86274,86454,87114,87937
South West,E07000081,Gloucester,107418,109483,110323,109947,110593,111545,112583,113876,115296,117225,118394,119348,120660,121921,123467,124947,126167,128032,129716,130898,131320,131776,132112,132564,133522
South West,E07000082,Stroud,107473,107691,107867,108060,108229,108840,109477,110122,110509,111069,111375,111853,112491,113074,113328,113895,115211,116770,117213,117613,118172,118832,119511,121493,123205
South West,E07000083,Tewkesbury,74505,75290,76399,76524,77248,77673,77932,78275,78930,79404,79755,80553,81535,82269,82568,83549,84826,85548,87065,88801,90614,92703,93747,95400,97000
South West,E06000030,Swindon,177804,179329,179613,180129,182110,184368,186390,189684,192345,196942,201521,204371,206939,209709,212801,215994,218998,221805,224498,227680,230174,231934,232574,233760,235657
South West,E06000054,Wiltshire,422136,425242,428251,433508,438386,442633,445632,448670,453041,458840,464007,466711,470199,474319,476806,479505,484344,488377,492706,497177,498703,502985,507047,513240,515885
South West,E06000066,Somerset,486347,490430,493940,498707,503132,506790,510659,514338,517252,522150,525668,526592,528609,531581,535842,539465,544312,548792,554806,558895,562159,564987,566310,573100,576852
South West,E06000058,"Bournemouth, Christchurch and Poole",344485,344425,345785,346829,348717,348483,348506,351616,353901,359462,363158,366948,373760,379441,382465,385483,389727,392499,397066,399374,400064,400182,399564,400155,401898
South West,E06000059,Dorset,340020,340914,344877,346596,350487,353367,355305,357679,359806,363069,364085,363567,364317,365897,366572,367651,368694,370728,372416,374675,375604,377699,377670,381245,383274
South West,E06000052,Cornwall,486089,490563,495373,499937,504644,508579,511810,515098,517984,521957,524973,526365,529794,533760,537411,540061,543778,547334,551203,556921,559961,563695,565045,571948,575413
South West,E06000053,Isles of Scilly,1942,2025,2100,2140,2170,2155,2210,2210,2264,2293,2333,2251,2228,2224,2249,2214,2188,2238,2236,2170,2166,2098,2030,2271,2281
South West,E06000026,Plymouth,242895,241977,241721,240954,242550,243390,244037,247516,249178,251237,252488,253116,254227,256589,257886,259549,261980,263088,264440,265294,265689,265041,264830,264768,266862
South West,E06000027,Torbay,124926,126311,128475,129965,130521,131238,131937,132178,131857,132172,132070,131641,131443,131193,131806,132920,134217,135052,136172,137329,138100,138754,138695,139440,139479
South West,E07000040,East Devon,122106,123511,124951,125713,126562,127170,128444,129797,130641,132023,132594,132378,132666,133272,134117,134763,136571,138588,140917,143284,145151,147346,148592,152065,154500
South West,E07000041,Exeter,109627,109684,110522,111180,110636,111064,110697,112970,113128,114109,114167,114419,115712,117063,117980,118994,119789,121583,123347,124817,125758,126312,127345,129527,134939
South West,E07000042,Mid Devon,67249,67818,69086,69887,70651,71472,72607,73323,74138,75599,76406,76981,77391,77936,78318,78572,78969,79167,79448,80054,80858,81434,82130,83171,83786
South West,E07000043,North Devon,85888,86370,87127,87674,88477,89570,90433,91146,91744,92355,92775,93046,93293,93976,93742,93610,93740,93859,94407,95356,96052,97325,97622,99398,100505
South West,E07000044,South Hams,80440,81367,82115,81929,82058,81994,82085,82489,82985,83363,83516,83368,83516,83563,83523,83867,84221,84616,84554,85183,85874,86458,87371,89161,89812
South West,E07000045,Teignbridge,118523,119087,120382,121167,121810,122424,122964,123460,123508,124066,124396,124451,124359,124271,124830,125754,127236,128566,129668,131572,132707,133965,133869,135189,135952
South West,E07000046,Torridge,56153,56747,58038,59129,59774,60663,61479,61954,62615,63100,63501,63477,63686,63973,64688,64860,65306,65808,66512,67529,67787,67837,67631,68444,68635
South West,E07000047,West Devon,47462,47711,48665,48889,49972,49698,50118,50481,50833,51711,52566,52868,53285,53655,53938,54011,54402,54623,54947,55557,55647,55865,56236,57480,58190
Wales,W06000001,Isle of Anglesey,67692,67978,67898,67806,67879,68140,68753,69095,69388,69700,69916,69884,69833,69913,69964,69880,69761,69415,68826,68617,68539,68278,68794,68937,69049
Wales,W06000002,Gwynedd,117384,116362,116699,116844,117344,118022,118721,118641,119070,119398,119746,120344,121155,121523,121439,120403,119796,119632,118958,118881,118129,117584,118180,117072,117591
Wales,W06000003,Conwy,108470,108322,108651,109674,110624,111248,112272,112374,113004,113778,114371,114623,114682,115326,115432,115313,115700,115380,115391,114855,114387,114196,114651,114788,114290
Wales,W06000004,Denbighshire,90951,91509,92525,93070,93478,93872,94010,93978,93983,94530,94739,94444,94152,93919,94119,94378,94670,94691,94723,94597,94596,94766,95558,96047,96558
Wales,W06000008,Ceredigion,72518,74046,74942,75417,75500,75581,75775,75485,75342,75326,74971,74642,75217,75293,76215,76087,75197,73724,72900,72220,71291,70639,71421,70676,71610
Wales,W06000009,Pembrokeshire,111814,111667,112538,113058,114146,115147,116428,117204,118278,119640,121134,121563,121974,122613,122621,122302,122148,121721,121438,121382,121194,121432,122572,123633,124367
